Tanggal,Jam,Hari,Kategori,Menu,Harga,HPP,Qty,Omset,Profit,Hari_Angka,Is_Weekend
2025-04-16,13,Wednesday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,2,0
2025-04-16,14,Wednesday,Makanan,Fish & Chips.py,40000,16000,2,80000,48000,2,0
2025-04-16,14,Wednesday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,2,0
2025-04-16,14,Wednesday,Minuman,Single Thread Espresso,15000,3500,2,30000,23000,2,0
2025-04-16,15,Wednesday,Snack,Cireng Open Source,18000,5000,1,18000,13000,2,0
2025-04-16,15,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,2,0
2025-04-16,16,Wednesday,Snack,Cireng Open Source,18000,5000,1,18000,13000,2,0
2025-04-16,16,Wednesday,Minuman,Null Pointer Americano,22000,4500,3,66000,52500,2,0
2025-04-16,17,Wednesday,Minuman,Matcha Learning,30000,11000,1,30000,19000,2,0
2025-04-16,17,Wednesday,Snack,Cireng Open Source,18000,5000,2,36000,26000,2,0
2025-04-16,17,Wednesday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,2,0
2025-04-16,18,Wednesday,Snack,Cireng Open Source,18000,5000,1,18000,13000,2,0
2025-04-16,18,Wednesday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,2,0
2025-04-16,18,Wednesday,Minuman,Blue Screen Lemonade (Seger),24000,6000,3,72000,54000,2,0
2025-04-16,18,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,2,56000,34000,2,0
2025-04-16,19,Wednesday,Snack,Token Onion Rings,20000,6000,1,20000,14000,2,0
2025-04-16,19,Wednesday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,2,0
2025-04-16,19,Wednesday,Snack,Croissant.css,25000,10000,1,25000,15000,2,0
2025-04-16,19,Wednesday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,2,0
2025-04-16,19,Wednesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,2,0
2025-04-16,19,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-04-16,19,Wednesday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,2,0
2025-04-16,19,Wednesday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,2,0
2025-04-16,19,Wednesday,Minuman,Single Thread Espresso,15000,3500,2,30000,23000,2,0
2025-04-16,19,Wednesday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,2,0
2025-04-16,20,Wednesday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,2,0
2025-04-16,20,Wednesday,Minuman,Matcha Learning,30000,11000,1,30000,19000,2,0
2025-04-16,20,Wednesday,Makanan,Sate Ayam Serverless,30000,12000,3,90000,54000,2,0
2025-04-16,20,Wednesday,Snack,Cireng Open Source,18000,5000,1,18000,13000,2,0
2025-04-16,20,Wednesday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,2,0
2025-04-16,21,Wednesday,Snack,Cireng Open Source,18000,5000,1,18000,13000,2,0
2025-04-16,21,Wednesday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,2,0
2025-04-16,21,Wednesday,Snack,Potato Wedges Widget,24000,8000,2,48000,32000,2,0
2025-04-16,21,Wednesday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,2,0
2025-04-16,21,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-04-16,21,Wednesday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,2,0
2025-04-16,21,Wednesday,Minuman,Java Chip Frappe,35000,11000,2,70000,48000,2,0
2025-04-16,21,Wednesday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,2,0
2025-04-16,21,Wednesday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,2,0
2025-04-16,21,Wednesday,Snack,Croissant.css,25000,10000,1,25000,15000,2,0
2025-04-16,21,Wednesday,Snack,French Fries.zip,22000,7500,3,66000,43500,2,0
2025-04-16,22,Wednesday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,2,0
2025-04-16,22,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-04-16,22,Wednesday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,2,0
2025-04-17,8,Thursday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,3,0
2025-04-17,8,Thursday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,3,0
2025-04-17,8,Thursday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,3,0
2025-04-17,9,Thursday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,3,0
2025-04-17,9,Thursday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,3,0
2025-04-17,9,Thursday,Minuman,Single Thread Espresso,15000,3500,2,30000,23000,3,0
2025-04-17,10,Thursday,Makanan,Mie Goreng .NET Framework,28000,9500,3,84000,55500,3,0
2025-04-17,10,Thursday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,3,0
2025-04-17,10,Thursday,Minuman,Null Pointer Americano,22000,4500,2,44000,35000,3,0
2025-04-17,10,Thursday,Minuman,Latte.js,28000,9500,1,28000,18500,3,0
2025-04-17,10,Thursday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,3,0
2025-04-17,10,Thursday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,3,0
2025-04-17,10,Thursday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,3,0
2025-04-17,10,Thursday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,3,0
2025-04-17,10,Thursday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,3,0
2025-04-17,10,Thursday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,3,0
2025-04-17,10,Thursday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,3,0
2025-04-17,11,Thursday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,3,135000,81000,3,0
2025-04-17,11,Thursday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,3,0
2025-04-17,11,Thursday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,3,0
2025-04-17,11,Thursday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,3,0
2025-04-17,11,Thursday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,3,0
2025-04-17,11,Thursday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,3,0
2025-04-17,12,Thursday,Minuman,Matcha Learning,30000,11000,1,30000,19000,3,0
2025-04-17,12,Thursday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,3,0
2025-04-17,12,Thursday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,3,0
2025-04-17,12,Thursday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,3,0
2025-04-17,12,Thursday,Minuman,Null Pointer Americano,22000,4500,2,44000,35000,3,0
2025-04-17,12,Thursday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,3,0
2025-04-17,13,Thursday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,3,0
2025-04-17,13,Thursday,Snack,French Fries.zip,22000,7500,2,44000,29000,3,0
2025-04-17,13,Thursday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,3,0
2025-04-17,14,Thursday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,3,0
2025-04-17,14,Thursday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,3,0
2025-04-17,14,Thursday,Minuman,Ruby on Rose Tea,26000,7500,2,52000,37000,3,0
2025-04-17,14,Thursday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,3,0
2025-04-17,14,Thursday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,3,0
2025-04-17,15,Thursday,Snack,Cireng Open Source,18000,5000,1,18000,13000,3,0
2025-04-17,15,Thursday,Snack,Croissant.css,25000,10000,3,75000,45000,3,0
2025-04-17,15,Thursday,Snack,French Fries.zip,22000,7500,1,22000,14500,3,0
2025-04-17,15,Thursday,Minuman,Cookies & Cache Frappe,38000,14500,2,76000,47000,3,0
2025-04-17,17,Thursday,Makanan,Chicken Teriyaki Repo,32000,12500,2,64000,39000,3,0
2025-04-17,17,Thursday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,3,0
2025-04-17,17,Thursday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,3,0
2025-04-17,17,Thursday,Snack,Token Onion Rings,20000,6000,1,20000,14000,3,0
2025-04-17,19,Thursday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,3,0
2025-04-17,19,Thursday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,3,0
2025-04-17,19,Thursday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,3,0
2025-04-17,19,Thursday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,3,0
2025-04-17,19,Thursday,Minuman,Null Pointer Americano,22000,4500,3,66000,52500,3,0
2025-04-17,19,Thursday,Minuman,Matcha Learning,30000,11000,2,60000,38000,3,0
2025-04-17,19,Thursday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,3,0
2025-04-17,19,Thursday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,3,0
2025-04-17,19,Thursday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,3,0
2025-04-17,19,Thursday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,3,0
2025-04-17,19,Thursday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,3,0
2025-04-17,20,Thursday,Snack,Croissant.css,25000,10000,1,25000,15000,3,0
2025-04-17,20,Thursday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,3,0
2025-04-17,20,Thursday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,3,0
2025-04-17,20,Thursday,Minuman,Cloud Macchiato 200 OK,35000,12000,3,105000,69000,3,0
2025-04-17,20,Thursday,Snack,Token Onion Rings,20000,6000,1,20000,14000,3,0
2025-04-17,20,Thursday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,3,0
2025-04-17,20,Thursday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,3,0
2025-04-17,20,Thursday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,3,0
2025-04-17,21,Thursday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,3,0
2025-04-17,21,Thursday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,3,0
2025-04-17,21,Thursday,Snack,Firewall Nachos (Pedas),28000,11000,2,56000,34000,3,0
2025-04-17,21,Thursday,Makanan,Chicken Teriyaki Repo,32000,12500,2,64000,39000,3,0
2025-04-17,21,Thursday,Snack,Potato Wedges Widget,24000,8000,3,72000,48000,3,0
2025-04-17,21,Thursday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,2,90000,54000,3,0
2025-04-17,21,Thursday,Minuman,Latte.js,28000,9500,1,28000,18500,3,0
2025-04-17,22,Thursday,Snack,Token Onion Rings,20000,6000,1,20000,14000,3,0
2025-04-17,22,Thursday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,3,0
2025-04-17,22,Thursday,Snack,Cireng Open Source,18000,5000,2,36000,26000,3,0
2025-04-17,22,Thursday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,3,0
2025-04-17,22,Thursday,Minuman,Git Push Espresso (Double Shot),25000,5000,2,50000,40000,3,0
2025-04-18,8,Friday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,4,0
2025-04-18,8,Friday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,4,0
2025-04-18,8,Friday,Minuman,Kopi Gula Aren Python,20000,7000,2,40000,26000,4,0
2025-04-18,9,Friday,Minuman,Ruby on Rose Tea,26000,7500,1,26000,18500,4,0
2025-04-18,9,Friday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,4,0
2025-04-18,9,Friday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,4,0
2025-04-18,9,Friday,Minuman,Git Push Espresso (Double Shot),25000,5000,2,50000,40000,4,0
2025-04-18,10,Friday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,4,0
2025-04-18,10,Friday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,4,0
2025-04-18,10,Friday,Minuman,Matcha Learning,30000,11000,1,30000,19000,4,0
2025-04-18,10,Friday,Snack,French Fries.zip,22000,7500,1,22000,14500,4,0
2025-04-18,10,Friday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,4,0
2025-04-18,10,Friday,Minuman,Matcha Learning,30000,11000,1,30000,19000,4,0
2025-04-18,10,Friday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,4,0
2025-04-18,11,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,4,0
2025-04-18,11,Friday,Minuman,Matcha Learning,30000,11000,1,30000,19000,4,0
2025-04-18,11,Friday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,4,0
2025-04-18,11,Friday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,4,0
2025-04-18,11,Friday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,4,0
2025-04-18,11,Friday,Snack,French Fries.zip,22000,7500,1,22000,14500,4,0
2025-04-18,12,Friday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,4,0
2025-04-18,12,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,4,0
2025-04-18,12,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,2,110000,60000,4,0
2025-04-18,12,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,3,165000,90000,4,0
2025-04-18,12,Friday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,4,0
2025-04-18,12,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,3,135000,81000,4,0
2025-04-18,12,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,2,90000,54000,4,0
2025-04-18,12,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,4,0
2025-04-18,13,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,4,0
2025-04-18,13,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,4,0
2025-04-18,13,Friday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,4,0
2025-04-18,13,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,4,0
2025-04-18,13,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,4,0
2025-04-18,13,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,4,0
2025-04-18,13,Friday,Snack,Croissant.css,25000,10000,2,50000,30000,4,0
2025-04-18,13,Friday,Makanan,Chicken Teriyaki Repo,32000,12500,3,96000,58500,4,0
2025-04-18,13,Friday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,4,0
2025-04-18,14,Friday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,4,0
2025-04-18,14,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,4,0
2025-04-18,14,Friday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,4,0
2025-04-18,15,Friday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,4,0
2025-04-18,16,Friday,Snack,French Fries.zip,22000,7500,1,22000,14500,4,0
2025-04-18,16,Friday,Snack,French Fries.zip,22000,7500,3,66000,43500,4,0
2025-04-18,16,Friday,Snack,Token Onion Rings,20000,6000,2,40000,28000,4,0
2025-04-18,16,Friday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,4,0
2025-04-18,17,Friday,Snack,Croissant.css,25000,10000,1,25000,15000,4,0
2025-04-18,17,Friday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,4,0
2025-04-18,17,Friday,Makanan,Spaghetti Code (Bug Free),38000,15000,3,114000,69000,4,0
2025-04-18,17,Friday,Minuman,Git Push Espresso (Double Shot),25000,5000,2,50000,40000,4,0
2025-04-18,17,Friday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,4,0
2025-04-18,18,Friday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,4,0
2025-04-18,18,Friday,Minuman,Matcha Learning,30000,11000,1,30000,19000,4,0
2025-04-18,18,Friday,Makanan,Fish & Chips.py,40000,16000,2,80000,48000,4,0
2025-04-18,18,Friday,Minuman,Matcha Learning,30000,11000,1,30000,19000,4,0
2025-04-18,18,Friday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,4,0
2025-04-18,19,Friday,Snack,Token Onion Rings,20000,6000,1,20000,14000,4,0
2025-04-18,19,Friday,Snack,Potato Wedges Widget,24000,8000,2,48000,32000,4,0
2025-04-18,19,Friday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,4,0
2025-04-18,19,Friday,Snack,Croissant.css,25000,10000,3,75000,45000,4,0
2025-04-18,19,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,2,90000,54000,4,0
2025-04-18,19,Friday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,4,0
2025-04-18,19,Friday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,4,0
2025-04-18,19,Friday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,4,0
2025-04-18,19,Friday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,3,105000,66000,4,0
2025-04-18,19,Friday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,4,0
2025-04-18,19,Friday,Minuman,Java Chip Frappe,35000,11000,2,70000,48000,4,0
2025-04-18,20,Friday,Minuman,Cookies & Cache Frappe,38000,14500,1,38000,23500,4,0
2025-04-18,20,Friday,Minuman,Java Chip Frappe,35000,11000,1,35000,24000,4,0
2025-04-18,20,Friday,Minuman,Cyberpunk Cold Brew,30000,9000,2,60000,42000,4,0
2025-04-18,20,Friday,Snack,Firewall Nachos (Pedas),28000,11000,2,56000,34000,4,0
2025-04-18,20,Friday,Snack,French Fries.zip,22000,7500,1,22000,14500,4,0
2025-04-18,20,Friday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,4,0
2025-04-18,20,Friday,Minuman,Matcha Learning,30000,11000,1,30000,19000,4,0
2025-04-18,20,Friday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,4,0
2025-04-18,22,Friday,Snack,French Fries.zip,22000,7500,1,22000,14500,4,0
2025-04-18,22,Friday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,4,0
2025-04-18,22,Friday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,4,0
2025-04-18,22,Friday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,4,0
2025-04-18,22,Friday,Minuman,Java Chip Frappe,35000,11000,3,105000,72000,4,0
2025-04-18,22,Friday,Minuman,Null Pointer Americano,22000,4500,2,44000,35000,4,0
2025-04-18,22,Friday,Minuman,Single Thread Espresso,15000,3500,2,30000,23000,4,0
2025-04-18,22,Friday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,4,0
2025-04-19,8,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,2,70000,44000,5,1
2025-04-19,8,Saturday,Snack,Croissant.css,25000,10000,1,25000,15000,5,1
2025-04-19,8,Saturday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,5,1
2025-04-19,8,Saturday,Minuman,Cookies & Cache Frappe,38000,14500,3,114000,70500,5,1
2025-04-19,8,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,3,135000,81000,5,1
2025-04-19,8,Saturday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,5,1
2025-04-19,8,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,5,1
2025-04-19,8,Saturday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,5,1
2025-04-19,8,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,5,1
2025-04-19,8,Saturday,Minuman,Cloud Macchiato 200 OK,35000,12000,3,105000,69000,5,1
2025-04-19,8,Saturday,Minuman,Cloud Macchiato 200 OK,35000,12000,2,70000,46000,5,1
2025-04-19,8,Saturday,Snack,Potato Wedges Widget,24000,8000,1,24000,16000,5,1
2025-04-19,9,Saturday,Minuman,Latte.js,28000,9500,2,56000,37000,5,1
2025-04-19,10,Saturday,Snack,French Fries.zip,22000,7500,1,22000,14500,5,1
2025-04-19,10,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,5,1
2025-04-19,10,Saturday,Minuman,Cookies & Cache Frappe,38000,14500,3,114000,70500,5,1
2025-04-19,10,Saturday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,5,1
2025-04-19,10,Saturday,Minuman,Latte.js,28000,9500,2,56000,37000,5,1
2025-04-19,10,Saturday,Minuman,Lychee-nux Tea,25000,8000,1,25000,17000,5,1
2025-04-19,10,Saturday,Snack,Croissant.css,25000,10000,1,25000,15000,5,1
2025-04-19,12,Saturday,Minuman,Kopi Gula Aren Python,20000,7000,1,20000,13000,5,1
2025-04-19,12,Saturday,Snack,Croissant.css,25000,10000,1,25000,15000,5,1
2025-04-19,12,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,5,1
2025-04-19,12,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,5,1
2025-04-19,12,Saturday,Makanan,Fish & Chips.py,40000,16000,3,120000,72000,5,1
2025-04-19,12,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,5,1
2025-04-19,12,Saturday,Makanan,Fish & Chips.py,40000,16000,3,120000,72000,5,1
2025-04-19,12,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,5,1
2025-04-19,12,Saturday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,5,1
2025-04-19,12,Saturday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,5,1
2025-04-19,12,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,5,1
2025-04-19,12,Saturday,Makanan,Fish & Chips.py,40000,16000,1,40000,24000,5,1
2025-04-19,12,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,5,1
2025-04-19,13,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,5,1
2025-04-19,13,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,2,56000,37000,5,1
2025-04-19,13,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,5,1
2025-04-19,13,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,5,1
2025-04-19,13,Saturday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,5,1
2025-04-19,13,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,2,76000,46000,5,1
2025-04-19,13,Saturday,Snack,Full Stack Platter API,35000,14000,2,70000,42000,5,1
2025-04-19,13,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,5,1
2025-04-19,13,Saturday,Makanan,Burger Stack Overflow (Double Meat),55000,25000,1,55000,30000,5,1
2025-04-19,13,Saturday,Minuman,Cloud Macchiato 200 OK,35000,12000,1,35000,23000,5,1
2025-04-19,13,Saturday,Minuman,Cyberpunk Cold Brew,30000,9000,1,30000,21000,5,1
2025-04-19,14,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,5,1
2025-04-19,14,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,5,1
2025-04-19,14,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,1,38000,23000,5,1
2025-04-19,14,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,2,76000,46000,5,1
2025-04-19,14,Saturday,Makanan,Spaghetti Code (Bug Free),38000,15000,3,114000,69000,5,1
2025-04-19,14,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,2,90000,54000,5,1
2025-04-19,14,Saturday,Makanan,Mie Goreng .NET Framework,28000,9500,1,28000,18500,5,1
2025-04-19,15,Saturday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,5,1
2025-04-19,15,Saturday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,5,1
2025-04-19,15,Saturday,Makanan,Sate Ayam Serverless,30000,12000,2,60000,36000,5,1
2025-04-19,16,Saturday,Makanan,Sate Ayam Serverless,30000,12000,1,30000,18000,5,1
2025-04-19,16,Saturday,Minuman,Single Thread Espresso,15000,3500,1,15000,11500,5,1
2025-04-19,16,Saturday,Minuman,Matcha Learning,30000,11000,3,90000,57000,5,1
2025-04-19,16,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,3,105000,66000,5,1
2025-04-19,16,Saturday,Snack,Croissant.css,25000,10000,1,25000,15000,5,1
2025-04-19,17,Saturday,Minuman,Matcha Learning,30000,11000,1,30000,19000,5,1
2025-04-19,17,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,5,1
2025-04-19,17,Saturday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,5,1
2025-04-19,18,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,5,1
2025-04-19,18,Saturday,Makanan,Nasi Goreng Main()-Rikhi Style,35000,13000,1,35000,22000,5,1
2025-04-19,18,Saturday,Minuman,Blue Screen Lemonade (Seger),24000,6000,1,24000,18000,5,1
2025-04-19,18,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,3,135000,81000,5,1
2025-04-19,19,Saturday,Snack,Full Stack Platter API,35000,14000,1,35000,21000,5,1
2025-04-19,19,Saturday,Minuman,Cloud Macchiato 200 OK,35000,12000,2,70000,46000,5,1
2025-04-19,19,Saturday,Minuman,Ruby on Rose Tea,26000,7500,3,78000,55500,5,1
2025-04-19,19,Saturday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,5,1
2025-04-19,19,Saturday,Snack,Firewall Nachos (Pedas),28000,11000,2,56000,34000,5,1
2025-04-19,19,Saturday,Minuman,Git Push Espresso (Double Shot),25000,5000,1,25000,20000,5,1
2025-04-19,19,Saturday,Minuman,Latte.js,28000,9500,2,56000,37000,5,1
2025-04-19,19,Saturday,Makanan,Chicken Teriyaki Repo,32000,12500,1,32000,19500,5,1
2025-04-19,19,Saturday,Minuman,Null Pointer Americano,22000,4500,1,22000,17500,5,1
2025-04-19,19,Saturday,Minuman,Latte.js,28000,9500,1,28000,18500,5,1
2025-04-19,19,Saturday,Snack,French Fries.zip,22000,7500,1,22000,14500,5,1
2025-04-19,19,Saturday,Snack,Croissant.css,25000,10000,2,50000,30000,5,1
2025-04-19,19,Saturday,Makanan,RAM-en Special (8GB Porsi Besar),45000,18000,1,45000,27000,5,1
2025-04-19,19,Saturday,Snack,Firewall Nachos (Pedas),28000,11000,1,28000,17000,5,1
2025-04-19,19,Saturday,Snack,Cireng Open Source,18000,5000,3,54000,39000,5,1
